,place_id,place_name,stop_id,stop_name,stop_lat,stop_lon,place_brief_desc,place_longer_desc,place_image,place_tags,place_links,stop_id_x,stop_name_x,stop_desc_x,stop_lat_x,stop_lon_x,zone_id_x,stop_url_x,location_type_x,parent_station_x,place_id_x,place_name_x,trip_id,arrival_time_x,departure_time_x,stop_sequence_x,stop_headsign_x,pickup_type_x,drop_off_type_x,shape_dist_traveled_x,stop_id_y,stop_name_y,stop_desc_y,stop_lat_y,stop_lon_y,zone_id_y,stop_url_y,location_type_y,parent_station_y,place_id_y,place_name_y,arrival_time_y,departure_time_y,stop_sequence_y,stop_headsign_y,pickup_type_y,drop_off_type_y,shape_dist_traveled_y,duration
10,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2327247:2023-06-06T00:44:36Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:09:00,11:12:00,4,,0,0,,59.0
11,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2327247:2023-06-06T00:44:36Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:09:00,11:12:00,4,,0,0,,120.0
12,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2347013:2023-06-13T00:44:37Z,10:08:00,10:10:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:08:00,11:11:00,4,,0,0,,58.0
13,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2347013:2023-06-13T00:44:37Z,09:06:00,09:09:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:08:00,11:11:00,4,,0,0,,119.0
14,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4080F2463167:2023-07-27T00:30:26Z,10:27:00,10:30:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:21:00,11:24:00,4,,0,0,,51.0
15,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4080F2463167:2023-07-27T00:30:26Z,09:10:00,09:13:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,11:21:00,11:24:00,4,,0,0,,128.0
16,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4082F2048513:2023-08-08T00:41:22Z,15:21:00,15:24:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:03:00,16:06:00,4,,1,0,,39.0
17,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4082F2048513:2023-08-08T00:41:22Z,14:19:00,14:22:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:03:00,16:06:00,4,,1,0,,101.0
18,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4082F2478198:2023-08-02T00:49:29Z,15:21:00,15:24:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:00:00,16:03:00,4,,1,0,,36.0
19,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4082F2478198:2023-08-02T00:49:29Z,14:19:00,14:22:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:00:00,16:03:00,4,,1,0,,98.0
20,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4082F2519610:2023-10-10T00:42:10Z,15:21:00,15:24:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:03:00,16:06:00,4,,1,0,,39.0
21,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4082F2519610:2023-10-10T00:42:10Z,14:19:00,14:22:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:03:00,16:06:00,4,,1,0,,101.0
22,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4082F2632249:2023-09-27T00:39:01Z,15:21:00,15:24:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:00:00,16:03:00,4,,1,0,,36.0
23,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4082F2632249:2023-09-27T00:39:01Z,14:19:00,14:22:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:00:00,16:03:00,4,,1,0,,98.0
24,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87394007,Chartres,,48.448628,1.481202,,,0,StopArea:OCE87394007,france_4,Chartres,OCESN4082F2638260:2023-10-10T00:42:10Z,15:21:00,15:24:00,3,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:00:00,16:03:00,4,,1,0,,36.0
25,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87396002,Le Mans,,47.995217,0.192434,,,0,StopArea:OCE87396002,france_5,Le Mans,OCESN4082F2638260:2023-10-10T00:42:10Z,14:19:00,14:22:00,2,,0,0,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,16:00:00,16:03:00,4,,1,0,,98.0
26,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4089F1323255:2023-10-08T00:44:39Z,13:09:00,13:11:00,1,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,13:24:00,13:26:00,2,,0,1,,13.0
27,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4089F1323255:2023-10-08T00:44:39Z,12:44:00,12:44:00,0,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,13:24:00,13:26:00,2,,0,1,,40.0
28,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4089F2467842:2023-09-08T00:36:01Z,13:09:00,13:11:00,1,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,13:24:00,13:26:00,2,,0,1,,13.0
29,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4089F2467842:2023-09-08T00:36:01Z,12:44:00,12:44:00,0,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,13:24:00,13:26:00,2,,0,1,,40.0
30,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4089F2478159:2023-10-09T00:43:50Z,12:34:00,12:37:00,2,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,12:54:00,12:57:00,3,,0,1,,17.0
31,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4089F2478159:2023-10-09T00:43:50Z,11:59:00,11:59:00,0,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,12:54:00,12:57:00,3,,0,1,,55.0
32,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4089F2594502:2023-09-13T00:38:32Z,12:34:00,12:37:00,2,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,12:54:00,12:57:00,3,,0,1,,17.0
33,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4089F2594502:2023-09-13T00:38:32Z,11:58:00,11:58:00,0,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,12:54:00,12:57:00,3,,0,1,,56.0
34,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4089F2638281:2023-10-10T00:42:10Z,12:34:00,12:37:00,2,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,12:54:00,12:57:00,3,,0,1,,17.0
35,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4089F2638281:2023-10-10T00:42:10Z,11:57:00,11:57:00,0,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,12:54:00,12:57:00,3,,0,1,,57.0
36,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4091F2478144:2023-08-02T00:49:29Z,08:48:00,08:50:00,1,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,09:09:00,09:11:00,2,,0,1,,19.0
37,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87547000,Paris Austerlitz,,48.840496,2.367079,,,0,StopArea:OCE87547000,france_19,Paris,OCESN4091F2478144:2023-08-02T00:49:29Z,08:24:00,08:24:00,0,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,09:09:00,09:11:00,2,,0,1,,45.0
38,france_2,Versailles,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,48.795649,2.135924,Home of the palace built by King Louis XIV,The Palace of Versailles is a former royal residence built by King Louis XIV,../static/images/versailles.jpg,museum|history|kids| culture,../static/places/versailles.html,StopPoint:OCEOUIGO-87393579,Massy-Palaiseau,,48.725631,2.257868,,,0,StopArea:OCE87393579,france_3,Massy-Palaiseau,OCESN4091F2636581:2023-10-04T00:41:06Z,08:48:00,08:50:00,1,,0,1,,StopPoint:OCEOUIGO-87393009,Versailles Chantiers,,48.795649,2.135924,,,0,StopArea:OCE87393009,france_2,Versailles Chantiers,09:09:00,09:11:00,2,,0,1,,19.0
