place_id	place_name	place_lat	place_lon	place_brief_desc	place_longer_desc	place_image	place_tags	place_links	place_country
spain_139	Tolosa	43.131936	-2.085247	If you are planning on travelling between San Sebastian and Pamplona, then why not make a detour via Tolosa?	./static/places/tolosa.html	./static/images/tolosa.png	history	https://www.lonelyplanet.com/search?q=Tolosa	Spain
spain_162	Algeciras	36.1268310	-5.4511080	The historic and forever functional Gibraltar is quite unique and a fitting endpoint for any journey from Blighty. Make sure to savour the experience of walking across the runway (following the green cross code at the pedestrian lights).	./static/places/algeciras.html	./static/images/algeciras.png	history	https://www.lonelyplanet.com/search?q=Algeciras	Spain
spain_742	Teruel	40.3410290	-1.1102840	famed as the town that doesn't exist - it's clearly a hidden gem	./static/places/teruel.html	./static/images/teruel.png	history	https://www.lonelyplanet.com/search?q=Teruel	Spain
Germany_1	Berlin	52.520501	13.386988	The capital of Germany is a must-see for anyone interested in the country's turbulent past and vibrant present.	./static/places/berlin.html	./static/images/berlin.png	history	https://www.lonelyplanet.com/search?q=Berlin	Germany
Germany_2	Dresden	51.040221	13.731409	Dresden: The city of Dresden was heavily bombed during World War II, but has been beautifully restored to its former glory. You can admire the stunning Baroque architecture of the Zwinger Palace, the Semper Opera House and the Frauenkirche, as well as explore the rich collections of art and history in the museums.	./static/places/dresden.html	./static/images/dresden.png	history	https://www.lonelyplanet.com/search?q=Dresden	Germany
Germany_3	Nuremberg	49.450748	11.077955	The city of Nuremberg is famous for its medieval old town, its Christmas market and its role in the Nazi era. You can walk along the ancient city walls, visit the imposing Nuremberg Castle, learn about the history of the Nazi Party Rally Grounds and the Nuremberg Trials, and sample some of the local specialties such as Nuremberg sausages and gingerbread.	./static/places/nuremberg.html	./static/images/nuremberg.png	history	https://www.lonelyplanet.com/search?q=Nuremberg	Germany
Germany_4	Munich	48.140364	11.558744	The capital of Bavaria is a popular destination for its Oktoberfest, its beer halls and its fairy-tale castles. You can enjoy the festive atmosphere at Marienplatz, see the famous Glockenspiel clock, visit the impressive Munich Residenz palace and museum, and take a day trip to Neuschwanstein Castle, one of the most spectacular castles in the world	./static/places/munich.html	./static/images/munich.png	history	https://www.lonelyplanet.com/search?q=Munich	Germany
Germany_5	Cologne	50.941312	6.967206	The city of Cologne is located on the banks of the Rhine river and is known for its Gothic cathedral, its Roman heritage and its carnival. You can marvel at the majestic Cologne Cathedral, which took over 600 years to complete, explore the Roman-Germanic Museum and the Chocolate Museum, and join the fun at the annual Cologne Carnival, one of the largest street festivals in Europe.	./static/places/cologne.html	./static/images/cologne.png	history	https://www.lonelyplanet.com/search?q=Cologne	Germany
Germany_6	Freiburg	47.997974	7.841344	The city of Freiburg is situated at the edge of the Black Forest and is one of the greenest and sunniest cities in Germany. You can wander around the charming old town with its colourful houses, cobblestone streets and canals, climb up to the Schlossberg hill for a panoramic view of the city and the forest, and take a scenic train ride on the Höllentalbahn or the Three Lakes Railway	./static/places/freiburg.html	./static/images/freiburg.png	history	https://www.lonelyplanet.com/search?q=Freiburg	Germany
Germany_7	Hamburg	53.55711	9.997434	The city of Hamburg is Germany's second-largest city and its biggest port. You can experience the maritime flair of this cosmopolitan city by visiting the Speicherstadt warehouse district, the Miniatur Wunderland model railway museum, the Elbphilharmonie concert hall and the Fish Market. You can also enjoy the nightlife and entertainment options at the Reeperbahn district, also known as "the sinful mile".	./static/places/hamburg.html	./static/images/hamburg.png	history	https://www.lonelyplanet.com/search?q=Hamburg	Germany
Germany_8	Heidelberg	49.403582	8.67548	The city of Heidelberg is one of the most romantic cities in Germany, thanks to its picturesque setting on the Neckar river and its historic castle. You can stroll along the Old Bridge, visit the Heidelberg Castle ruins and gardens, admire the Old Town Hall and the Church of the Holy Spirit, and soak up the academic atmosphere at Heidelberg University, Germany's oldest university.	./static/places/heidelberg.html	./static/images/heidelberg.png	history	https://www.lonelyplanet.com/search?q=Heidelberg	Germany
Germany_9	Aachen	50.767641	6.09119	Back in the 8th Century, this was the centre of Europe. Now it’s a comfortable spa town near the border with Belgium and the Netherlands where you can get pampered at Carolus Thermen, a modern spa complex with indoor and outdoor pools and saunas after a visit to Charlemagne’s shrine at Aachen Cathedral. It’s also the place to try Aachener Printen - its famous gingerbread-like cookies.	./static/places/aachen.html	./static/images/aachen.png	history	https://www.lonelyplanet.com/search?q=Aachen	Germany
Germany_10	Lubeck	53.86767	10.669737	Lübeck is a beautiful city in northern Germany with a rich medieval history and architecture that is a UNESCO World Heritage Site. The Holsten Gate is the city's landmark and a remnant of the old fortifications. The old town is full of charming gabled houses, churches and courtyards. It’s also the home of marzipan, a sweet treat made from almonds and sugar that comes in many shapes and flavours. Lübeck is also an ideal starting point for exploring the Baltic Sea coast. The city is located on the Trave, which flows about 20 kilometres further into the Baltic Sea. From here you can go on day trips on historic ships or visit the nearby beaches and seaside resorts.	./static/places/lubeck.html	./static/images/lubeck.png	history	https://www.lonelyplanet.com/search?q=Lubeck	Germany
czechia_1	Prague	50.081926	14.451481	The capital and largest city of the Czech Republic, Prague is a must-see destination for anyone visiting the country. Prague has a stunning old town, a majestic castle, a famous astronomical clock, and many other attractions. You can easily reach Prague by train from any major city in Europe.	./static/places/prague.html	./static/images/prague.png	history	https://www.lonelyplanet.com/search?q=Prague	Czechia
czechia_2	Cesky Krumlov	48.822429	14.317299	A UNESCO World Heritage Site, Cesky Krumlov is a picturesque town in the south of the country, surrounded by a meandering river and a medieval castle. The town has a charming atmosphere, with cobblestone streets, colorful houses, and cozy cafes.	./static/places/cesky krumlov.html	./static/images/cesky krumlov.png	history	https://www.lonelyplanet.com/search?q=Cesky Krumlov	Czechia
czechia_3	Karlovy Vary	50.235668	12.866854	A spa town in the west of the country, Karlovy Vary is famous for its mineral springs, elegant buildings, and film festival. You can relax in one of the many thermal baths, enjoy a walk along the colonnades, or visit the glass museum. You can take a direct train from Prague to Karlovy Vary in about two hours.	./static/places/karlovy vary.html	./static/images/karlovy vary.png	history	https://www.lonelyplanet.com/search?q=Karlovy Vary	Czechia
czechia_4	Kutna Hora	49.961839	15.300854	A historical town in Central Bohemia, Kutna Hora was once a prosperous silver mining center and a rival of Prague. Today, it is a popular tourist destination, with several impressive monuments, such as the Gothic cathedral of St. Barbara, the Italian court, and the ossuary of Sedlec. You can take a direct train from Prague to Kutna Hora in about an hour.	./static/places/kutna hora.html	./static/images/kutna hora.png	history	https://www.lonelyplanet.com/search?q=Kutna Hora	Czechia
czechia_5	Brno	49.190537	16.612776	The second largest city and the cultural hub of the Czech Republic, Brno is located in the southeast of the country. Brno has a vibrant nightlife, a modern art scene, and a variety of museums and galleries. You can also visit the nearby Moravian Karst, a natural wonder with caves and gorges. You can take a direct train from Prague to Brno in about two and a half hours.	./static/places/brno.html	./static/images/brno.png	history	https://www.lonelyplanet.com/search?q=Brno	Czechia
czechia_6	Pilsen	49.746889	13.377351	The birthplace of the famous Pilsner beer, Pilsen is a city in Western Bohemia that attracts beer lovers from all over the world. You can visit the Pilsner Urquell brewery, the largest brewery museum in Europe, and taste some of the best beers in the world. You can also explore the historical center of Pilsen, with its Gothic cathedral and Renaissance town hall. You can take a direct train from Prague to Pilsen in about an hour and a half.	./static/places/pilsen.html	./static/images/pilsen.png	history	https://www.lonelyplanet.com/search?q=Pilsen	Czechia
czechia_7	Olomouc	49.593128	17.277932	A university town in Eastern Moravia, Olomouc is often overlooked by tourists but has a lot to offer. Olomouc has one of the largest historical centers in the country, with many Baroque fountains, churches, and palaces. You can also admire the Holy Trinity Column, a UNESCO World Heritage Site and one of the largest sculptures in Europe. You can take a direct train from Prague to Olomouc in about two hours.	./static/places/olomouc.html	./static/images/olomouc.png	history	https://www.lonelyplanet.com/search?q=Olomouc	Czechia
czechia_8	Telc	49.1826	15.464278	Another UNESCO World Heritage Site, Telc is a small town in Southern Moravia that looks like a fairy tale. Telc has a stunning main square, lined with colorful Renaissance houses with arcades and gables. You can also visit the Telc Castle, a Renaissance masterpiece with lavish interiors and gardens. You can take a direct train from Prague to Telc in about three hours.	./static/places/telc.html	./static/images/telc.png	history	https://www.lonelyplanet.com/search?q=Telc	Czechia
czechia_9	Liberec	50.761429	15.045947	 A city in Northern Bohemia, Liberec is an ideal destination for nature lovers and winter sports enthusiasts. Liberec is surrounded by mountains and forests, where you can hike, bike, or ski. You can also visit the Jested Tower, a futuristic landmark that offers panoramic views of the city and beyond. You can take a direct train from Prague to Liberec in about an hour and 45 minutes.	./static/places/liberec.html	./static/images/liberec.png	history	https://www.lonelyplanet.com/search?q=Liberec	Czechia
czechia_10	Ceske Budejovice	48.974616	14.48875	A city in Southern Bohemia, Ceske Budejovice - original home of Budweiser is another place where you can take civilised strolls around the town in a mild fug of beer fumes.	./static/places/ceske budejovice.html	./static/images/ceske budejovice.png	history	https://www.lonelyplanet.com/search?q=Ceske Budejovice	Czechia
romania_1	Sighisoara	46.226398	24.795737	Sighișoara is a UNESCO World Heritage Site and one of the best-preserved medieval towns in Europe. It is also the birthplace of Vlad the Impaler, the inspiration for Dracula. You can explore the colourful houses, the cobblestone streets, the clock tower, and the citadel that overlooks the town. You can also visit the house where Vlad was born, now a museum and a restaurant.	./static/places/sighisoara.html	./static/images/sighisoara.png	history	https://www.lonelyplanet.com/search?q=Sighișoara	Romania
romania_2	Brasov	47.931922	8.456908	Brașov is a charming city surrounded by the Carpathian Mountains and known for its Gothic and Baroque architecture. It is also a gateway to some of the most famous attractions in Romania, such as Bran Castle (also known as Dracula's Castle), Peleș Castle (a former royal residence), and Râșnov Fortress (a medieval citadel). You can also enjoy the nature and wildlife of the nearby Piatra Craiului National Park or Poiana Brașov ski resort.	./static/places/brasov.html	./static/images/brasov.png	history	https://www.lonelyplanet.com/search?q=Brașov	Romania
romania_3	Sibiu	45.799977	24.161575	Another picturesque town in Transylvania, Sibiu was the European Capital of Culture in 2007 and has a rich cultural and architectural heritage. You can admire the colourful houses, the Brukenthal Museum, and the Bridge of Lies.	./static/places/sibiu.html	./static/images/sibiu.png	history	https://www.lonelyplanet.com/search?q=Sibiu	Romania
romania_4	Targu Mures	46.533344	24.549316	Targu Mures is a city in central Romania, known for its baroque architecture and multiculturalism. To dig deep into local history and culture visits to the Museum of Ethnography and Folk Art and the multi-museumed Palace of Culture are just the ticket. Alternatively, you could just join the locals and chill out at the Weekend Complex amusement park	./static/places/targu mures.html	./static/images/targu mures.png	history	https://www.lonelyplanet.com/search?q=Targu Mures	Romania
romania_5	Miercurea Ciuc	46.359574	25.793782	Capital of the Hargita province on the edge of the eastern Carpathians, this is a good place to get a better understanding of the ethnic complexity of Transylvania. Why not visit the Csiki Szekely Muzeum in the Mikó Castle which is dedicated to Szekler culture and traditions, as well as local history. Here you can admire collections of folk art, ceramics, textiles, furniture, weapons and coins. The Franciscan Monastery dates back to the 14th century and is a special historical and architectural monument. It houses a Gothic church with murals and stained glass, as well as a library including rare manuscripts and incunabula. The monastery is also a cultural and spiritual centre, which organises concerts, exhibitions and conferences.	./static/places/miercurea ciuc.html	./static/images/miercurea ciuc.png	history	https://www.lonelyplanet.com/search?q=Miercurea Ciuc	Romania
romania_6	Cluj-Napoca	46.784197	23.586616	Cluj-Napoca is the unofficial capital of Transylvania and a vibrant cultural and academic centre. It is home to the largest university in Romania, as well as numerous museums, art galleries, theatres, and festivals. You can enjoy the architecture of the old town, the botanical garden, and the central park. You can also visit the Turda Salt Mine, a spectacular underground attraction that features a lake, a museum, and a Ferris wheel.	./static/places/cluj-napoca.html	./static/images/cluj-napoca.png	history	https://www.lonelyplanet.com/search?q=Cluj-Napoca	Romania
romania_7	Timisoara	45.696772	21.198704	The largest city in western Romania, Timisoara is known as the "Little Vienna" for its elegant buildings and squares that reflect its Austro-Hungarian heritage. Timisoara is also a modern and dynamic city that was the first in Europe to have electric street lighting and trams. You can enjoy the cultural and nightlife options in Timisoara, or visit some of its attractions, such as the Orthodox Cathedral, the Huniade Castle, and the Botanical Garden.	./static/places/timisoara.html	./static/images/timisoara.png	history	https://www.lonelyplanet.com/search?q=Timisoara	Romania
romania_8	Tulcea	45.162084	28.769176	The Danube Delta is one of the largest and most biodiverse wetlands in Europe, where the Danube River flows into the Black Sea. It is a UNESCO World Heritage Site and a paradise for nature lovers and birdwatchers. You can take a boat tour or rent a kayak to admire the scenery and wildlife of this unique ecosystem. You can also visit some of the traditional fishing villages and sample some of the local cuisine based on fresh fish.	./static/places/tulcea.html	./static/images/tulcea.png	history	https://www.lonelyplanet.com/search?q=Tulcea	Romania
romania_9	Constanta	44.168767	28.631893	The largest port and seaside resort on the Black Sea coast, Constanta is a popular destination for sunbathing, swimming, and partying. You can also visit the ancient ruins of Tomis, the Casino, and the Aquarium.	./static/places/constanta.html	./static/images/constanta.png	history	https://www.lonelyplanet.com/search?q=Constanta	Romania
romania_10	Bucharest	44.428816	26.10382	It’s the capital and the largest city of Romania, as well as a dynamic and cosmopolitan metropolis. It offers a contrast between its historical and cultural heritage and its modern and eclectic vibe. You can visit the Palace of Parliament, one of the largest and most extravagant buildings in the world, built by the former communist dictator Nicolae Ceaușescu. You can also explore the old town, where you can find churches, museums, restaurants, and bars.	./static/places/bucharest.html	./static/images/bucharest.png	history	https://www.lonelyplanet.com/search?q=Bucharest	Romania
austria_1	Vienna	48.207037	16.341553	The capital of Austria is a must-see for any visitor. Vienna has something for everyone, from art and music to architecture and cuisine. You can admire the majestic Schönbrunn Palace, the former residence of the Habsburgs, or visit the Belvedere Palace, which houses the largest collection of Gustav Klimt's paintings. You can also enjoy the green spaces of Vienna, such as the Prater park or the Gardens of Mirabell Palace.	./static/places/vienna.html	./static/images/vienna.png	history	https://www.lonelyplanet.com/search?q=Vienna	Austria
austria_2	Salzburg	47.813848	13.045514	The birthplace of Mozart and the setting of The Sound of Music, Salzburg is a charming city with a baroque flair. You can explore the historic Old Town, which is a UNESCO World Heritage Site, or visit the Hohensalzburg Fortress, which offers panoramic views of the city and the surrounding mountains. You can also take a day trip to the nearby Salzkammergut region, where you can enjoy the crystal-clear lakes and picturesque villages.	./static/places/salzburg.html	./static/images/salzburg.png	history	https://www.lonelyplanet.com/search?q=Salzburg	Austria
austria_3	Graz	47.072301	15.416437	The second-largest city in Austria, Graz is a mix of old and new. You can marvel at the medieval buildings and monuments in the Old Town, such as the Styrian Armoury or the Clock Tower, or admire the modern architecture and design of the Kunsthaus or the Murinsel. Graz is also known for its culinary delights, especially its pumpkin seed oil and chocolate. The train journey from Vienna to Graz takes you through the Semmering railway, a spectacular UNESCO World Heritage Site that showcases the engineering and landscape of Austria.	./static/places/graz.html	./static/images/graz.png	history	https://www.lonelyplanet.com/search?q=Graz	Austria
austria_4	Innsbruck	47.263331	11.400506	The capital of Tyrol, Innsbruck is a paradise for outdoor enthusiasts and winter sports lovers. You can ski or snowboard on the slopes of the Nordkette mountain range, or hike and bike in the summer. You can also visit the Golden Roof, the landmark of Innsbruck that was built by Emperor Maximilian I, or enjoy the cultural attractions of the city, such as the Hofburg palace or the Tyrolean Folk Art Museum.	./static/places/innsbruck.html	./static/images/innsbruck.png	history	https://www.lonelyplanet.com/search?q=Innsbruck	Austria
austria_5	Bregenz	47.503001	9.739623	The capital of Vorarlberg, Bregenz is a scenic city on the shores of Lake Constance. You can enjoy the lake views and activities, such as swimming, boating, or cycling along the shore. You can also visit the Bregenz Festival, which features opera performances on a floating stage on the lake every summer. Bregenz is also close to some of the most beautiful alpine regions in Austria, such as the Bregenzerwald or the Arlberg.	./static/places/bregenz.html	./static/images/bregenz.png	history	https://www.lonelyplanet.com/search?q=Bregenz	Austria
switzerland_1	Jungfraujoch	46.548212	7.982502	This is the ultimate destination for mountain lovers, as it boasts three of Switzerland's most famous peaks: Eiger, Mönch, and Jungfrau. You can take a train ride up to the Jungfraujoch, Europe's highest train station at 3454m (11,332ft), and marvel at the views of glaciers and snow-capped mountains. You can also explore the picturesque towns of Grindelwald, Lauterbrunnen, Murren, and Wengen, where you can hike, ski, sled, or zip-line among the majestic scenery.	./static/places/jungfraujoch.html	./static/images/jungfraujoch.png	history	https://www.lonelyplanet.com/search?q=Jungfraujoch	Switzerland
